pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
6xc2	X	Y	0	Z	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody CC12.1	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	3.112	X-RAY DIFFRACTION	0.267	0.213	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6xc2	H	L	0	A	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody CC12.1	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	3.112	X-RAY DIFFRACTION	0.267	0.213	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6xc7	C	D	0	A	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with antibodies CC12.3 and CR3022	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	2.883	X-RAY DIFFRACTION	0.259	0.219	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6xc7	H	L	0	A	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with antibodies CC12.3 and CR3022	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	2.883	X-RAY DIFFRACTION	0.259	0.219	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
6xc4	H	L	0	A	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody CC12.3	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	2.341	X-RAY DIFFRACTION	0.219	0.184	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6xc4	X	Y	0	Z	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody CC12.3	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	2.341	X-RAY DIFFRACTION	0.219	0.184	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7e8m	H	L	0	E	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	05/26/21	Crystal structure of SARS-CoV-2 antibody P2C-1F11 with mutated RBD	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X.Q., Zhang, L.Q., Ge, J.W., Wang, R.K., Lan, J.	2.09	X-RAY DIFFRACTION	0.199	0.169	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7e8f	C	B	0	R	protein	NA	spike protein s1	VIRAL PROTEIN	06/09/21	SARS-CoV-2 NTD in complex with N9 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7e8f	H	L	0	A	protein	NA	spike protein s1	VIRAL PROTEIN	06/09/21	SARS-CoV-2 NTD in complex with N9 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
7e8f	D	E	0	R	protein	NA	spike protein s1	VIRAL PROTEIN	06/09/21	SARS-CoV-2 NTD in complex with N9 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7e8c	M	J	0	A	protein	NA	368-2 h	VIRAL PROTEIN	06/09/21	SARS-CoV-2 S-6P in complex with 9 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.16	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7e8c	D	E	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	06/09/21	SARS-CoV-2 S-6P in complex with 9 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.16	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7e8c	H	L	0	A	protein	NA	368-2 h	VIRAL PROTEIN	06/09/21	SARS-CoV-2 S-6P in complex with 9 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.16	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
7e8c	O	Q	0	A	protein	NA	368-2 h	VIRAL PROTEIN	06/09/21	SARS-CoV-2 S-6P in complex with 9 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.16	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7e8c	N	P	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	06/09/21	SARS-CoV-2 S-6P in complex with 9 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.16	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7e8c	a	Z	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	06/09/21	SARS-CoV-2 S-6P in complex with 9 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.16	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7e8c	S	U	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	06/09/21	SARS-CoV-2 S-6P in complex with 9 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.16	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
7e8c	T	V	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	06/09/21	SARS-CoV-2 S-6P in complex with 9 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.16	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
7e8c	K	I	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	06/09/21	SARS-CoV-2 S-6P in complex with 9 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.16	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
6xcn	H	L	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/08/20	Structure of the SARS-CoV-2 spike glycoprotein in complex with the C105 neutralizing antibody Fab fragment (state 2)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Bjorkman, P.J.	3.66	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
6xcn	B	D	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/08/20	Structure of the SARS-CoV-2 spike glycoprotein in complex with the C105 neutralizing antibody Fab fragment (state 2)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Bjorkman, P.J.	3.66	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
6xcn	F	G	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/08/20	Structure of the SARS-CoV-2 spike glycoprotein in complex with the C105 neutralizing antibody Fab fragment (state 2)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Bjorkman, P.J.	3.66	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
6xcm	H	L	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/08/20	Structure of the SARS-CoV-2 spike glycoprotein in complex with the C105 neutralizing antibody Fab fragment (state 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Bjorkman, P.J.	3.42	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
6xcm	N	S	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/08/20	Structure of the SARS-CoV-2 spike glycoprotein in complex with the C105 neutralizing antibody Fab fragment (state 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Bjorkman, P.J.	3.42	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7mmo	A	B	0	C	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	05/12/21	LY-CoV1404 neutralizing antibody against SARS-CoV-2	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Hendle, J., Pustilnik, A., Sauder, J.M., Coleman, K.A., Boyles, J.S., Dickinson, C.D.	2.427	X-RAY DIFFRACTION	0.253	0.226	False	True	IGHV2	IGLV2	Lambda	None	None	None	None	None
7mmo	D	E	0	F	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	05/12/21	LY-CoV1404 neutralizing antibody against SARS-CoV-2	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Hendle, J., Pustilnik, A., Sauder, J.M., Coleman, K.A., Boyles, J.S., Dickinson, C.D.	2.427	X-RAY DIFFRACTION	0.253	0.226	False	True	IGHV2	IGLV2	Lambda	None	None	None	None	None
7sc1	P	Q	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	02/02/22	Structure of the SARS-CoV-2 S 6P trimer in complex with the human neutralizing antibody Fab fragment, R40-1G8	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Fan, C., Bjorkman, P.J.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7sc1	M	N	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	02/02/22	Structure of the SARS-CoV-2 S 6P trimer in complex with the human neutralizing antibody Fab fragment, R40-1G8	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Fan, C., Bjorkman, P.J.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7sc1	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	02/02/22	Structure of the SARS-CoV-2 S 6P trimer in complex with the human neutralizing antibody Fab fragment, R40-1G8	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Fan, C., Bjorkman, P.J.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7lab	Y	X	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN, IMMUNE SYSTEM	03/10/21	Structure of SARS-CoV-2 S protein in complex with N-terminal domain antibody DH1052	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Manne, K., Acharya, P.	2.97	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7lab	H	L	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN, IMMUNE SYSTEM	03/10/21	Structure of SARS-CoV-2 S protein in complex with N-terminal domain antibody DH1052	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Manne, K., Acharya, P.	2.97	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7lab	T	S	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN, IMMUNE SYSTEM	03/10/21	Structure of SARS-CoV-2 S protein in complex with N-terminal domain antibody DH1052	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Manne, K., Acharya, P.	2.97	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7laa	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN, IMMUNE SYSTEM	03/17/21	Structure of SARS-CoV-2 S protein in complex with Receptor Binding Domain antibody DH1041	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Manne, K., Acharya, P.	3.42	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
5yy5	H	L	0	A	protein	NA	mers-cov rbd	VIRAL PROTEIN	12/08/17	Structural definition of a unique neutralization epitope on the receptor-binding domain of MERS-CoV spike glycoprotein	MIDDLE EAST RESPIRATORY SYNDROME CORONAVIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	middle east respiratory syndrome coronavirus	Zhang, S.Y., Wang, P.F., Zhou, P.P., Wang, X.Q., Zhang, L.Q.	2.8	X-RAY DIFFRACTION	0.279	0.246	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
5yy5	C	D	0	B	protein	NA	mers-cov rbd	VIRAL PROTEIN	12/08/17	Structural definition of a unique neutralization epitope on the receptor-binding domain of MERS-CoV spike glycoprotein	MIDDLE EAST RESPIRATORY SYNDROME CORONAVIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	middle east respiratory syndrome coronavirus	Zhang, S.Y., Wang, P.F., Zhou, P.P., Wang, X.Q., Zhang, L.Q.	2.8	X-RAY DIFFRACTION	0.279	0.246	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7qnw	A	B	0	E	protein	NA	surface glycoprotein	VIRAL PROTEIN	01/19/22	The receptor binding domain of SARS-CoV-2 Omicron variant spike glycoprotein in complex with Beta-55 and EY6A Fabs	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	2.4	X-RAY DIFFRACTION	0.247	0.206	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
7qnw	H	L	0	E	protein	NA	surface glycoprotein	VIRAL PROTEIN	01/19/22	The receptor binding domain of SARS-CoV-2 Omicron variant spike glycoprotein in complex with Beta-55 and EY6A Fabs	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	2.4	X-RAY DIFFRACTION	0.247	0.206	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7qnx	A	B	0	E	protein	NA	surface glycoprotein	VIRAL PROTEIN	01/19/22	The receptor binding domain of SARS-CoV-2 spike glycoprotein in complex with Beta-55 and EY6A Fabs	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	2.92	X-RAY DIFFRACTION	0.266	0.229	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
7qnx	H	L	0	E	protein	NA	surface glycoprotein	VIRAL PROTEIN	01/19/22	The receptor binding domain of SARS-CoV-2 spike glycoprotein in complex with Beta-55 and EY6A Fabs	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	2.92	X-RAY DIFFRACTION	0.266	0.229	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7qny	H	L	0	E	protein	NA	surface glycoprotein	VIRAL PROTEIN	01/19/22	The receptor binding domain of SARS-CoV-2 spike glycoprotein in complex with COVOX-58 and COVOX-158 Fabs	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	2.84	X-RAY DIFFRACTION	0.278	0.226	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7qny	A	B	0	E	protein	NA	surface glycoprotein	VIRAL PROTEIN	01/19/22	The receptor binding domain of SARS-CoV-2 spike glycoprotein in complex with COVOX-58 and COVOX-158 Fabs	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	2.84	X-RAY DIFFRACTION	0.278	0.226	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
6zfo	B	C	0	A	protein	NA	spike glycoprotein	IMMUNE SYSTEM	06/17/20	Association of two complexes of largely structurally disordered Spike ectodomain with bound EY6A Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Duyvesteyn, H.M.E., Zhou, D., Zhao, Y., Fry, E.E., Ren, J., Stuart, D.I.	4.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6zfo	H	L	0	E	protein	NA	spike glycoprotein	IMMUNE SYSTEM	06/17/20	Association of two complexes of largely structurally disordered Spike ectodomain with bound EY6A Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Duyvesteyn, H.M.E., Zhou, D., Zhao, Y., Fry, E.E., Ren, J., Stuart, D.I.	4.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7phg	H	L	0	A	protein	NA	surface glycoprotein	VIRAL PROTEIN	10/13/21	MaP OF P5C3RBD Interface	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Perez, L.	4.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7jv4	F	G	0	C	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/20/20	SARS-CoV-2 spike in complex with the S2H13 neutralizing antibody (one RBD open)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Park, Y.J., Tortorici, M.A., Walls, A.C., Czudnochowski, N., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV7	Lambda	None	None	None	None	None
7jv4	H	L	0	A	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/20/20	SARS-CoV-2 spike in complex with the S2H13 neutralizing antibody (one RBD open)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Park, Y.J., Tortorici, M.A., Walls, A.C., Czudnochowski, N., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV7	Lambda	None	None	None	None	None
7jv4	D	E	0	B	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/20/20	SARS-CoV-2 spike in complex with the S2H13 neutralizing antibody (one RBD open)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Park, Y.J., Tortorici, M.A., Walls, A.C., Czudnochowski, N., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV7	Lambda	None	None	None	None	None
7jv6	H	L	0	A	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/20/20	SARS-CoV-2 spike in complex with the S2H13 neutralizing antibody (closed conformation)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Park, Y.J., Tortorici, M.A., Walls, A.C., Czudnochowski, N., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV7	Lambda	None	None	None	None	None
7jv6	F	G	0	E	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/20/20	SARS-CoV-2 spike in complex with the S2H13 neutralizing antibody (closed conformation)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Park, Y.J., Tortorici, M.A., Walls, A.C., Czudnochowski, N., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV7	Lambda	None	None	None	None	None
7jv6	C	D	0	B	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/20/20	SARS-CoV-2 spike in complex with the S2H13 neutralizing antibody (closed conformation)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Park, Y.J., Tortorici, M.A., Walls, A.C., Czudnochowski, N., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV7	Lambda	None	None	None	None	None
7jv2	H	L	0	A	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/20/20	SARS-CoV-2 spike in complex with the S2H13 neutralizing antibody Fab fragment (local refinement of the receptor-binding motif and Fab variable domains)	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Park, Y.J., Tortorici, M.A., Walls, A.C., Czudnochowski, N., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	3.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV7	Lambda	None	None	None	None	None
7m8j	H	L	0	A	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	05/19/21	SARS-CoV-2 S-NTD + Fab CM25	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Johnson, N.V., Mclellan, J.S.	3.48	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
